id,name,origin,note,backorder_id,move_type,state,group_id,priority,scheduled_date,date,date_done,location_id,location_dest_id,picking_type_id,partner_id,company_id,owner_id,printed,is_locked,message_last_post,activity_date_deadline,create_uid,create_date,write_uid,write_date,sale_id
9,DN_ATC180500008,ATC180515-001,,,direct,assigned,8,1,2018-05-18 07:44:38,2018-05-18 07:44:39,,13,9,3,250,1,,f,t,,,1,2018-05-18 07:44:38.899482,1,2018-05-18 07:44:38.899482,36
40,DN_ATC180600022,ATC180620-001,,,direct,assigned,39,1,2018-06-25 06:25:01,2018-06-25 06:25:01,,13,9,3,334,1,,f,t,,,1,2018-06-25 06:25:01.227401,1,2018-06-25 06:28:50.829783,99
52,DN_ATC180700010,ATC180711-002,,,direct,assigned,51,1,2018-07-24 04:36:36,2018-07-24 04:36:36,,13,9,3,358,1,,f,t,,,1,2018-07-24 04:36:36.120451,1,2018-07-24 04:36:36.120451,134
34,DN_ATC180600016,ATC180615-001,,,direct,assigned,33,1,2018-06-19 05:04:39,2018-06-19 05:04:40,,13,9,3,22,1,,f,t,,,1,2018-06-19 05:04:39.70881,1,2018-06-19 05:04:39.70881,93
17,DN_ATC180500016,ATC180530-003,,,direct,assigned,16,1,2018-05-30 08:09:07,2018-05-30 08:09:07,,13,9,3,285,1,,f,t,,,1,2018-05-30 08:09:07.360808,1,2018-05-30 08:09:07.360808,56
6,DN_ATC180500005,ATC180509-003,,,direct,assigned,6,1,2018-05-15 04:19:21,2018-05-15 04:19:22,,13,9,3,239,1,,f,t,,,1,2018-05-15 04:19:21.871556,1,2018-05-15 04:19:21.871556,25
44,DN_ATC180700002,ATC180705-004,,,direct,assigned,43,1,2018-07-06 01:56:49,2018-07-06 01:56:49,,13,9,3,353,1,,f,t,,,1,2018-07-06 01:56:49.33828,1,2018-07-06 01:56:49.33828,122
11,DN_ATC180500010,ATC180503-002,,,direct,assigned,10,1,2018-05-23 02:13:03,2018-05-23 02:13:04,,13,9,3,47,1,,f,t,,,1,2018-05-23 02:13:03.747899,1,2018-05-23 02:13:03.747899,13
59,DN_ATC180700017,ATC180718-004,,,direct,assigned,58,1,2018-07-30 02:58:19,2018-07-30 02:58:20,,13,9,3,32,1,,f,t,,,1,2018-07-30 02:58:19.628286,1,2018-07-30 02:58:19.628286,148
87,DN_ATC180900007,ATC180910-002,,,direct,assigned,85,1,2018-09-12 04:09:45,2018-09-12 04:09:45,,13,9,3,472,1,,f,t,,,1,2018-09-12 04:09:45.49455,1,2018-09-12 04:09:45.49455,264
22,DN_ATC180600004,ATC180531-006,,,direct,assigned,21,1,2018-06-04 10:29:04,2018-06-04 10:29:05,,13,9,3,194,1,,f,t,,,1,2018-06-04 10:29:04.87483,1,2018-06-04 10:29:04.87483,65
4,DN_ATC180500003,ATC180508-001,,,direct,assigned,4,1,2018-05-08 06:58:19,2018-05-08 06:58:19,,13,9,3,229,1,,f,t,,,1,2018-05-08 06:58:19.655175,1,2018-05-08 06:58:19.655175,19
13,DN_ATC180500012,ATC180504-002,,,direct,assigned,12,1,2018-05-25 07:51:11,2018-05-25 07:51:12,,13,9,3,238,1,,f,t,,,1,2018-05-25 07:51:11.201772,1,2018-05-25 07:51:11.201772,15
93,DN_ATC180900013,ATC180828-003,,,direct,assigned,91,1,2018-09-21 07:40:49,2018-09-21 07:40:49,,13,9,3,475,1,,f,t,,,1,2018-09-21 07:40:49.059259,1,2018-09-21 07:40:49.059259,237
38,DN_ATC180600020,ATC180615-002,,,direct,assigned,37,1,2018-06-21 02:23:40,2018-06-21 02:23:41,,13,9,3,325,1,,f,t,,,1,2018-06-21 02:23:40.635682,1,2018-06-21 02:23:40.635682,94
53,DN_ATC180700011,ATC180719-002,,,direct,assigned,52,1,2018-07-25 06:45:09,2018-07-25 06:45:10,,13,9,3,32,1,,f,t,,,1,2018-07-25 06:45:09.752369,1,2018-07-25 06:45:09.752369,150
49,DN_ATC180700007,ATC180717-003,,,direct,assigned,48,1,2018-07-18 04:38:40,2018-07-18 04:38:41,,13,9,3,364,1,,f,t,,,1,2018-07-18 04:38:40.324342,1,2018-07-18 04:38:40.324342,144
94,DN_ATC180900014,ATC180920-005,,,direct,assigned,92,1,2018-09-24 02:48:30,2018-09-24 02:48:30,,13,9,3,468,1,,f,t,,,1,2018-09-24 02:48:30.305203,1,2018-09-24 02:48:30.305203,290
98,DN_ATC180900018,ATC180917-002,,,direct,assigned,96,1,2018-09-28 10:59:14,2018-09-28 10:59:14,,13,9,3,160,1,,f,t,,,1,2018-09-28 10:59:14.406607,1,2018-09-28 10:59:14.406607,280
78,DN_ATC180800016,ATC180815-001,,,direct,assigned,76,1,2018-08-23 04:40:56,2018-08-23 04:40:56,,13,9,3,452,1,,f,t,,,1,2018-08-23 04:40:56.000025,1,2018-08-23 04:40:56.000025,209
56,DN_ATC180700014,ATC180718-002,,,direct,assigned,55,1,2018-07-25 07:02:37,2018-07-25 07:02:38,,13,9,3,275,1,,f,t,,,1,2018-07-25 07:02:37.898022,1,2018-07-25 07:02:37.898022,146
71,DN_ATC180800009,ATC180808-002,,,direct,assigned,70,1,2018-08-08 04:29:46,2018-08-08 04:29:47,,13,9,3,416,1,,f,t,,,1,2018-08-08 04:29:46.941117,1,2018-08-08 04:30:22.838057,196
106,DN_ATC181000008,ATC181005-002,,,direct,assigned,104,1,2018-10-08 06:18:58,2018-10-08 06:18:58,,13,9,3,368,1,,f,t,,,1,2018-10-08 06:18:58.418637,1,2018-10-08 06:18:58.418637,315
112,DN_ATC181000014,ATC180928-001,,,direct,assigned,110,1,2018-10-22 01:33:14,2018-10-22 01:33:14,,13,9,3,80,1,,f,t,,,1,2018-10-22 01:33:14.041636,1,2018-10-22 01:33:14.041636,301
124,DN_ATC181100007,ATC181112-001,,,direct,assigned,122,1,2018-11-12 02:36:56,2018-11-12 02:36:56,,13,9,3,483,1,,f,t,,,1,2018-11-12 02:36:56.443671,1,2018-11-12 02:36:56.443671,381
135,DN_ATC181100018,ATC181123-005,,,direct,assigned,133,1,2018-11-27 02:19:14,2018-11-27 02:19:14,,13,9,3,50,1,,f,t,,,1,2018-11-27 02:19:13.927875,1,2018-11-27 02:19:13.927875,408
150,DN_ATC181200010,ATC181212-002,,,direct,assigned,148,1,2018-12-18 08:15:58,2018-12-18 08:15:58,,13,9,3,485,1,,f,t,,,1,2018-12-18 08:15:58.224739,1,2018-12-18 08:15:58.224739,438
68,DN_ATC180800006,ATC180807-003,,,direct,assigned,67,1,2018-08-07 06:26:44,2018-08-07 06:26:45,,13,9,3,52,1,,f,t,,,1,2018-08-07 06:26:44.658657,1,2018-08-07 06:27:23.737544,194
72,DN_ATC180800010,ATC180808-003,,,direct,assigned,71,1,2018-08-08 04:30:50,2018-08-08 04:30:51,,13,9,3,416,1,,f,t,,,1,2018-08-08 04:30:50.766379,1,2018-08-08 04:30:50.766379,197
160,DN_ATC190100002,ATC181228-004,,,direct,assigned,158,1,2019-01-04 08:02:46,2019-01-04 08:02:46,,13,9,3,229,1,,f,t,,,1,2019-01-04 08:02:46.362636,1,2019-01-04 08:02:46.362636,463
186,DN_ATC190100028,ATC190109-007,,,direct,assigned,184,1,2019-01-30 04:50:10,2019-01-30 04:50:10,,13,9,3,475,1,,f,t,,,1,2019-01-30 04:50:10.161782,1,2019-01-30 04:50:10.161782,488
16,DN_ATC180500015,ATC180515-003,,,direct,assigned,15,1,2018-05-30 04:26:07,2018-05-30 04:26:08,,13,9,3,116,1,,f,t,,,1,2018-05-30 04:26:07.804262,1,2018-05-30 04:26:07.804262,38
21,DN_ATC180600003,ATC180604-001,,,direct,assigned,20,1,2018-06-04 07:48:17,2018-06-04 07:48:18,,13,9,3,299,1,,f,t,,,1,2018-06-04 07:48:17.935547,1,2018-06-04 07:48:17.935547,68
36,DN_ATC180600018,ATC180612-003,,,direct,assigned,35,1,2018-06-19 05:07:38,2018-06-19 05:07:38,,13,9,3,22,1,,f,t,,,1,2018-06-19 05:07:38.22072,1,2018-06-19 05:07:38.22072,79
41,DN_ATC180600023,ATC180615-004,,,direct,assigned,40,1,2018-06-25 07:12:25,2018-06-25 07:12:26,,13,9,3,328,1,,f,t,,,1,2018-06-25 07:12:25.841818,1,2018-06-25 07:12:25.841818,96
27,DN_ATC180600009,ATC180530-005,,,direct,assigned,26,1,2018-06-07 07:58:17,2018-06-07 07:58:18,,13,9,3,288,1,,f,t,,,1,2018-06-07 07:58:17.651709,1,2018-06-07 08:03:43.585864,58
7,DN_ATC180500006,ATC180504-004,,,direct,assigned,7,1,2018-05-15 09:15:52,2018-05-15 09:15:52,,13,9,3,130,1,,f,t,,,1,2018-05-15 09:15:52.289759,1,2018-05-15 09:15:52.289759,17
47,DN_ATC180700005,ATC180705-005,,,direct,assigned,46,1,2018-07-16 02:52:39,2018-07-16 02:52:39,,13,9,3,288,1,,f,t,,,1,2018-07-16 02:52:39.072329,1,2018-07-16 02:52:39.072329,123
54,DN_ATC180700012,ATC180717-002,,,direct,assigned,53,1,2018-07-25 06:58:07,2018-07-25 06:58:07,,13,9,3,275,1,,f,t,,,1,2018-07-25 06:58:07.387944,1,2018-07-25 06:58:07.387944,143
195,DN_ATC190200008,ATC190215-002,,,direct,assigned,193,1,2019-02-18 08:19:50,2019-02-18 08:19:50,,13,9,3,661,1,,f,t,,,1,2019-02-18 08:19:50.481978,1,2019-02-18 08:19:50.481978,545
31,DN_ATC180600013,ATC180601-001,,,direct,assigned,30,1,2018-06-11 09:01:36,2018-06-11 09:01:36,,13,9,3,172,1,,f,t,,,1,2018-06-11 09:01:36.26291,1,2018-06-11 09:01:36.26291,66
206,DN_ATC190300007,ATC190227-002,,,direct,assigned,204,1,2019-03-12 01:18:00,2019-03-12 01:18:01,,13,9,3,578,1,,f,t,,,1,2019-03-12 01:18:00.910857,1,2019-03-12 01:18:00.910857,562
221,DN_ATC190400001,ATC190308-001,,,direct,assigned,219,1,2019-04-01 03:39:38,2019-04-01 03:39:38,,13,9,3,495,1,,f,t,,,1,2019-04-01 03:39:38.509223,1,2019-04-01 03:39:38.509223,580
62,DN_ATC180700020,ATC180727-003,,,direct,assigned,61,1,2018-07-31 08:13:39,2018-07-31 08:13:39,,13,9,3,50,1,,f,t,,,1,2018-07-31 08:13:39.43351,1,2018-07-31 08:13:39.43351,173
101,DN_ATC181000003,ATC181004-003,,,direct,assigned,99,1,2018-10-05 02:03:30,2018-10-05 02:03:31,,13,9,3,122,1,,f,t,,,1,2018-10-05 02:03:30.939224,1,2018-10-05 02:03:30.939224,313
301,DN_ATC190800001,ATC190724-002,,,direct,assigned,299,1,2019-08-01 04:59:10,2019-08-01 04:59:10,,13,9,3,391,1,,f,t,,,1,2019-08-01 04:59:09.97577,1,2019-08-01 04:59:09.97577,829
2,DN_ATC180500001,ATC180503-001,,,direct,assigned,3,1,2018-05-04 06:03:54,2018-05-04 06:03:54,,13,9,3,221,1,,f,t,,,1,2018-05-04 06:03:54.007811,1,2018-05-04 06:17:24.083937,12
14,DN_ATC180500013,ATC180525-001,,,direct,assigned,13,1,2018-05-25 10:02:37,2018-05-25 10:02:37,,13,9,3,275,1,,f,t,,,1,2018-05-25 10:02:36.979777,1,2018-05-25 10:02:47.469124,50
95,DN_ATC180900015,ATC180907-007,,,direct,assigned,93,1,2018-09-26 04:43:54,2018-09-26 04:43:54,,13,9,3,479,1,,f,t,,,1,2018-09-26 04:43:54.311372,1,2018-09-26 04:43:54.311372,262
61,DN_ATC180700019,ATC180719-005,,,direct,assigned,60,1,2018-07-31 07:14:19,2018-07-31 07:14:19,,13,9,3,349,1,,f,t,,,1,2018-07-31 07:14:19.121359,1,2018-07-31 07:15:12.880551,153
24,DN_ATC180600006,ATC180521-003,,,direct,assigned,23,1,2018-06-05 03:30:37,2018-06-05 03:30:38,,13,9,3,293,1,,f,t,,,1,2018-06-05 03:30:37.861847,1,2018-06-05 03:30:48.118568,46
172,DN_ATC190100014,ATC190108-003,,,direct,assigned,170,1,2019-01-14 06:27:02,2019-01-14 06:27:02,,13,9,3,472,1,,f,t,,,1,2019-01-14 06:27:02.575249,1,2019-01-14 06:27:02.575249,481
39,DN_ATC180600021,ATC180622-002,,,direct,assigned,38,1,2018-06-22 07:44:20,2018-06-22 07:44:20,,13,9,3,102,1,,f,t,,,1,2018-06-22 07:44:20.242908,1,2018-06-22 07:44:20.242908,102
340,DN_ATC190800040,ATC190822-001,,,direct,assigned,338,1,2019-08-30 08:45:41,2019-08-30 08:45:42,,13,9,3,259,1,,f,t,,,1,2019-08-30 08:45:41.869156,1,2019-08-30 08:45:41.869156,892
353,DN_ATC190900013,ATC190712-003,,,direct,assigned,351,1,2019-09-17 09:45:05,2019-09-17 09:45:05,,13,9,3,349,1,,f,t,,,1,2019-09-17 09:45:05.244528,1,2019-09-17 09:45:05.244528,804
58,DN_ATC180700016,ATC180726-001,,,direct,assigned,57,1,2018-07-26 04:15:45,2018-07-26 04:15:45,,13,9,3,387,1,,f,t,,,1,2018-07-26 04:15:45.366145,1,2018-07-26 04:15:45.366145,167
114,DN_ATC181000016,ATC181022-003,,,direct,assigned,112,1,2018-10-23 03:03:29,2018-10-23 03:03:29,,13,9,3,194,1,,f,t,,,1,2018-10-23 03:03:29.428434,1,2018-10-23 03:03:29.428434,344
88,DN_ATC180900008,ATC180910-006,,,direct,assigned,86,1,2018-09-13 03:45:46,2018-09-13 03:45:46,,13,9,3,485,1,,f,t,,,1,2018-09-13 03:45:45.903599,1,2018-09-13 03:45:45.903599,268
89,DN_ATC180900009,ATC180912-001,,,direct,assigned,87,1,2018-09-13 03:46:30,2018-09-13 03:46:30,,13,9,3,485,1,,f,t,,,1,2018-09-13 03:46:30.573584,1,2018-09-13 03:46:30.573584,272
50,DN_ATC180700008,ATC180718-003,,,direct,assigned,49,1,2018-07-23 03:30:05,2018-07-23 03:30:05,,13,9,3,288,1,,f,t,,,1,2018-07-23 03:30:05.17179,1,2018-07-23 03:30:05.17179,147
32,DN_ATC180600014,ATC180529-002,,,direct,assigned,31,1,2018-06-14 04:11:26,2018-06-14 04:11:27,,13,9,3,283,1,,f,t,,,1,2018-06-14 04:11:26.90111,1,2018-06-14 04:11:26.90111,53
60,DN_ATC180700018,ATC180724-004,,,direct,assigned,59,1,2018-07-31 03:46:36,2018-07-31 03:46:37,,13,9,3,325,1,,f,t,,,1,2018-07-31 03:46:36.715567,1,2018-07-31 03:46:36.715567,166
115,DN_ATC181000017,ATC181023-001,,,direct,assigned,113,1,2018-10-23 09:33:51,2018-10-23 09:33:52,,13,9,3,259,1,,f,t,,,1,2018-10-23 09:33:51.81679,1,2018-10-23 09:33:51.81679,345
383,DN_ATC191000018,ATC190925-001,,,direct,assigned,381,1,2019-10-24 09:33:23,2019-10-24 09:33:23,,13,9,3,495,1,,f,t,,,1,2019-10-24 09:33:23.441513,1,2019-10-24 09:33:23.441513,961
271,DN_ATC190600007,ATC190611-002,,,direct,assigned,269,1,2019-06-11 07:29:47,2019-06-11 07:29:47,,13,9,3,779,1,,f,t,,,1,2019-06-11 07:29:47.067571,1,2019-06-11 07:29:47.067571,747
99,DN_ATC181000001,ATC181002-003,,,direct,assigned,97,1,2018-10-03 02:02:25,2018-10-03 02:02:26,,13,9,3,213,1,,f,t,,,1,2018-10-03 02:02:25.781574,1,2018-10-03 02:02:25.781574,307
402,DN_ATC191100010,ATC191024-002,,,direct,assigned,400,1,2019-11-12 09:53:20,2019-11-12 09:53:20,,13,9,3,472,1,,f,t,,,1,2019-11-12 09:53:20.092434,1,2019-11-12 09:53:20.092434,1054
55,DN_ATC180700013,ATC180718-001,,,direct,assigned,54,1,2018-07-25 06:58:43,2018-07-25 06:58:44,,13,9,3,275,1,,f,t,,,1,2018-07-25 06:58:43.683209,1,2018-07-25 06:58:43.683209,145
96,DN_ATC180900016,ATC180928-003,,,direct,assigned,94,1,2018-09-28 10:31:32,2018-09-28 10:31:32,,13,9,3,52,1,,f,t,,,1,2018-09-28 10:31:32.196158,1,2018-09-28 10:31:41.900198,303
105,DN_ATC181000007,ATC180921-002,,,direct,assigned,103,1,2018-10-08 02:11:08,2018-10-08 02:11:08,,13,9,3,485,1,,f,t,,,1,2018-10-08 02:11:08.214183,1,2018-10-08 02:11:19.020188,293
421,DN_ATC191200005,ATC191203-003,,,direct,assigned,419,1,2019-12-03 06:34:35,2019-12-03 06:34:36,,13,9,3,194,1,,f,t,,,1,2019-12-03 06:34:35.535075,1,2019-12-03 06:34:35.535075,1174
443,DN_ATC191200027,ATC191003-002,,,direct,assigned,441,1,2019-12-24 08:49:11,2019-12-24 08:49:11,,13,9,3,876,1,,f,t,,,1,2019-12-24 08:49:11.20668,1,2019-12-24 08:49:11.20668,981
118,DN_ATC181100001,ATC181105-001,,,direct,assigned,116,1,2018-11-06 09:25:31,2018-11-06 09:25:32,,13,9,3,544,1,,f,t,,,1,2018-11-06 09:25:31.594043,1,2018-11-06 09:25:41.892512,366
312,DN_ATC190800012,ATC190628-003,,,direct,assigned,310,1,2019-08-16 09:43:57,2019-08-16 09:43:58,,13,9,3,800,1,,f,t,,,1,2019-08-16 09:43:57.646615,1,2019-08-16 09:44:03.846967,785
76,DN_ATC180800014,ATC180817-003,,,direct,assigned,74,1,2018-08-20 04:31:03,2018-08-20 04:31:03,,13,9,3,439,1,,f,t,,,1,2018-08-20 04:31:03.011738,1,2018-08-20 04:31:03.011738,222
23,DN_ATC180600005,ATC180528-001,,,direct,assigned,22,1,2018-06-04 11:06:20,2018-06-04 11:06:21,,13,9,3,80,1,,f,t,,,1,2018-06-04 11:06:20.679751,1,2018-06-04 11:06:20.679751,51
33,DN_ATC180600015,ATC180611-002,,,direct,assigned,32,1,2018-06-19 03:36:08,2018-06-19 03:36:08,,13,9,3,80,1,,f,t,,,1,2018-06-19 03:36:08.456499,1,2018-06-19 03:36:08.456499,76
37,DN_ATC180600019,ATC180619-002,,,direct,assigned,36,1,2018-06-19 10:26:56,2018-06-19 10:26:56,,13,9,3,332,1,,f,t,,,1,2018-06-19 10:26:55.932964,1,2018-06-19 10:26:55.932964,98
28,DN_ATC180600010,ATC180530-006,,,direct,assigned,27,1,2018-06-07 08:06:10,2018-06-07 08:06:10,,13,9,3,281,1,,f,t,,,1,2018-06-07 08:06:10.150829,1,2018-06-07 08:07:55.044826,59
42,DN_ATC180600024,ATC180622-003,,,direct,assigned,41,1,2018-06-27 08:12:27,2018-06-27 08:12:27,,13,9,3,342,1,,f,t,,,1,2018-06-27 08:12:27.394107,1,2018-06-27 08:12:27.394107,103
48,DN_ATC180700006,ATC180705-006,,,direct,assigned,47,1,2018-07-16 02:53:21,2018-07-16 02:53:21,,13,9,3,281,1,,f,t,,,1,2018-07-16 02:53:21.465871,1,2018-07-16 02:53:21.465871,124
237,DN_ATC190400017,ATC190401-001,,,direct,assigned,235,1,2019-04-18 10:22:55,2019-04-18 10:22:56,,13,9,3,80,1,,f,t,,,1,2019-04-18 10:22:55.546879,1,2019-04-18 10:22:55.546879,622
464,DN_ATC200100016,ATC200110-003,,,direct,assigned,462,1,2020-01-14 02:38:46,2020-01-14 02:38:46,,13,9,3,578,1,,f,t,,,1,2020-01-14 02:38:46.121198,1,2020-01-14 02:38:46.121198,1274
286,DN_ATC190700004,ATC190704-001,,,direct,assigned,284,1,2019-07-10 02:41:43,2019-07-10 02:41:43,,13,9,3,325,1,,f,t,,,1,2019-07-10 02:41:43.261948,1,2019-07-10 02:41:43.261948,793
69,DN_ATC180800007,ATC180716-002,,,direct,assigned,68,1,2018-08-07 09:28:25,2018-08-07 09:28:26,,13,9,3,76,1,,f,t,,,1,2018-08-07 09:28:25.711249,1,2018-08-07 09:28:48.94335,140
364,DN_ATC190900024,ATC190925-003,,,direct,assigned,362,1,2019-09-27 03:43:18,2019-09-27 03:43:18,,13,9,3,495,1,,f,t,,,1,2019-09-27 03:43:18.290546,1,2019-09-27 03:43:18.290546,963
90,DN_ATC180900010,ATC180823-001,,,direct,assigned,88,1,2018-09-17 02:21:00,2018-09-17 02:21:00,,13,9,3,454,1,,f,t,,,1,2018-09-17 02:21:00.523088,1,2018-09-17 02:21:08.282518,228
102,DN_ATC181000004,ATC181005-001,,,direct,assigned,100,1,2018-10-05 02:58:33,2018-10-05 02:58:34,,13,9,3,500,1,,f,t,,,1,2018-10-05 02:58:33.881692,1,2018-10-05 02:58:33.881692,314
25,DN_ATC180600007,ATC180531-001,,,direct,assigned,24,1,2018-06-05 03:36:35,2018-06-05 03:36:35,,13,9,3,102,1,,f,t,,,1,2018-06-05 03:36:35.571781,1,2018-06-05 03:36:35.571781,60
487,DN_ATC200200006,ATC200206-002,,,direct,assigned,485,1,2020-02-10 03:13:56,2020-02-10 03:13:56,,13,9,3,32,1,,f,t,,,1,2020-02-10 03:13:56.345063,1,2020-02-10 03:13:56.345063,1336
75,DN_ATC180800013,ATC180808-001,,,direct,assigned,73,1,2018-08-13 08:48:23,2018-08-13 08:48:23,,13,9,3,414,1,,f,t,,,1,2018-08-13 08:48:23.014664,1,2018-08-13 08:50:21.007316,195
45,DN_ATC180700003,ATC180627-001,,,direct,assigned,44,1,2018-07-09 03:51:54,2018-07-09 03:51:55,,13,9,3,346,1,,f,t,,,1,2018-07-09 03:51:54.737968,1,2018-07-09 03:51:54.737968,107
19,DN_ATC180600001,ATC180531-005,,,direct,assigned,18,1,2018-06-01 04:50:39,2018-06-01 04:50:40,,13,9,3,291,1,,f,t,,,1,2018-06-01 04:50:39.67488,1,2018-06-01 04:50:52.675737,64
73,DN_ATC180800011,ATC180810-001,,,direct,cancel,72,1,2018-08-10 06:11:24,2018-08-10 06:11:25,,13,9,3,421,1,,f,t,,,1,2018-08-10 06:11:24.732469,1,2018-08-10 06:11:38.461266,201
51,DN_ATC180700009,ATC180612-001,,,direct,assigned,50,1,2018-07-24 02:18:14,2018-07-24 02:18:14,,13,9,3,132,1,,f,t,,,1,2018-07-24 02:18:14.025689,1,2018-07-24 02:18:14.025689,77
125,DN_ATC181100008,ATC181002-001,,,direct,assigned,123,1,2018-11-12 03:06:39,2018-11-12 03:06:41,,13,9,3,380,1,,f,t,,,1,2018-11-12 03:06:39.795958,1,2018-11-12 03:06:39.795958,305
57,DN_ATC180700015,ATC180723-004,,,direct,assigned,56,1,2018-07-25 09:40:40,2018-07-25 09:40:40,,13,9,3,353,1,,f,t,,,1,2018-07-25 09:40:39.980447,1,2018-07-25 09:40:52.572541,161
173,DN_ATC190100015,ATC190104-002,,,direct,assigned,171,1,2019-01-14 06:55:16,2019-01-14 06:55:16,,13,9,3,239,1,,f,t,,,1,2019-01-14 06:55:16.121767,1,2019-01-14 06:55:16.121767,468
196,DN_ATC190200009,ATC190219-002,,,direct,assigned,194,1,2019-02-20 08:32:19,2019-02-20 08:32:19,,13,9,3,124,1,,f,t,,,1,2019-02-20 08:32:19.167403,1,2019-02-20 08:32:19.167403,550
29,DN_ATC180600011,ATC180605-002,,,direct,assigned,28,1,2018-06-08 03:56:55,2018-06-08 03:56:56,,13,9,3,313,1,,f,t,,,1,2018-06-08 03:56:55.737478,1,2018-06-08 03:57:31.49968,72
107,DN_ATC181000009,ATC180914-002,,,direct,assigned,105,1,2018-10-12 02:24:30,2018-10-12 02:24:30,,13,9,3,475,1,,f,t,,,1,2018-10-12 02:24:30.451412,1,2018-10-12 02:24:30.451412,278
113,DN_ATC181000015,ATC181011-002,,,direct,assigned,111,1,2018-10-23 01:48:14,2018-10-23 01:48:15,,13,9,3,264,1,,f,t,,,1,2018-10-23 01:48:14.951046,1,2018-10-23 01:48:14.951046,327
176,DN_ATC190100018,ATC190116-001,,,direct,assigned,174,1,2019-01-17 09:00:26,2019-01-17 09:00:26,,13,9,3,32,1,,f,t,,,1,2019-01-17 09:00:26.05699,1,2019-01-17 09:00:26.05699,507
180,DN_ATC190100022,ATC181122-001,,,direct,assigned,178,1,2019-01-23 03:22:14,2019-01-23 03:22:15,,13,9,3,498,1,,f,t,,,1,2019-01-23 03:22:14.664591,1,2019-01-23 03:22:14.664591,400
